,Time,original_time,x,y,vx,vy,theta,omega,ax,steering_angle,cmd_steering_angle,cmd_velocity,velocity_error,cmd_velocity_k-1,velocity_error_k-1,cmd_steering_k-1,cmd_velocity_k-2,velocity_error_k-2,cmd_steering_k-2,cmd_velocity_k-3,velocity_error_k-3,cmd_steering_k-3,cmd_velocity_k-4,velocity_error_k-4,cmd_steering_k-4,velocity_error_sum,new_bag
99,2.475,1.757600939222363e+18,2.576435748253177,-2.249506674719681,0.0015730307665693113,-0.0060431016679859334,-0.965458230456011,0.0009900489154604844,0.0029883493659583235,2.5217174151260076e-08,0.0,0.0,0.0015730307665693113,0.0,0.0015121438154304845,0.0,0.0,0.0014797583163399805,0.0,0.0,0.0014759758797023657,0.0,0.0,0.0014951861002716511,0.0,0.18287949165485198,0.0
100,2.5,1.7576009392473628e+18,2.576610884934361,-2.2472123142109943,0.0016553312389348104,-0.0031286871198464485,-0.9663820876271358,0.0008362447067495031,0.0036411476795917357,2.9758089747955513e-08,0.0,0.0,0.0016553312389348104,0.0,0.0015730307665693113,0.0,0.0,0.0015121438154304845,0.0,0.0,0.0014797583163399805,0.0,0.0,0.0014759758797023657,0.0,0.1824156539942321,0.0
101,2.5250000000000004,1.7576009392723628e+18,2.5775205026570527,-2.2507337740207976,0.001746621842388211,-0.0008126239806935859,-0.9653406287441947,0.0005733983425420254,0.003797897458815805,2.226935732463969e-08,0.0,0.0,0.001746621842388211,0.0,0.0016553312389348104,0.0,0.0,0.0015730307665693113,0.0,0.0,0.0015121438154304845,0.0,0.0,0.0014797583163399805,0.0,0.18209501082053628,0.0
102,2.5500000000000003,1.757600939297363e+18,2.577521641048754,-2.2507354133862862,0.0018329111459315915,0.0003535451129429339,-0.9653251705019205,0.00027310910239079756,0.003340713328609056,-5.408180546841356e-10,0.0,0.0,0.0018329111459315915,0.0,0.001746621842388211,0.0,0.0,0.0016553312389348104,0.0,0.0,0.0015730307665693113,0.0,0.0,0.0015121438154304845,0.0,0.18189748572231812,0.0
103,2.575,1.757600939322363e+18,2.573815567967737,-2.2469720258177697,0.0019024617396414907,0.0004932682477689662,-0.9670048701659857,1.9238386299552494e-05,0.0022746653227558936,-3.632420110344087e-08,0.0,0.0,0.0019024617396414907,0.0,0.0018329111459315915,0.0,0.0,0.001746621842388211,0.0,0.0,0.0016553312389348104,0.0,0.0,0.0015730307665693113,0.0,0.1817806018414116,0.0
104,2.6,1.7576009393473628e+18,2.5767179749513733,-2.247277570099285,0.001947997866816216,0.00033191496820097804,-0.9665545663053441,-0.00012200569151345457,0.0007743903223038748,-7.497613167379734e-08,0.0,0.0,0.001947997866816216,0.0,0.0019024617396414907,0.0,0.0,0.0018329111459315915,0.0,0.0,0.001746621842388211,0.0,0.0,0.0016553312389348104,0.0,0.1816933582282244,0.0
105,2.625,1.7576009393723628e+18,2.575106515260913,-2.2451564167976463,0.001967321311651191,0.0009122535404105499,-0.9664306046161831,-0.00012544147218029587,-0.0008016971161055438,-9.911321848346316e-08,0.0,0.0,0.001967321311651191,0.0,0.001947997866816216,0.0,0.0,0.0019024617396414907,0.0,0.0,0.0018329111459315915,0.0,0.0,0.001746621842388211,0.0,0.18159176989828915,0.0
106,2.6500000000000004,1.7576009393973627e+18,2.5751019003263265,-2.245149719173852,0.0019635141569298684,0.003170621128383026,-0.9664532006247306,-1.3526473716575409e-05,-0.0019513044679948194,-8.84153942084985e-08,0.0,0.0,0.0019635141569298684,0.0,0.001967321311651191,0.0,0.0,0.001947997866816216,0.0,0.0,0.0019024617396414907,0.0,0.0,0.0018329111459315915,0.0,0.1814518188952,0.0
107,2.6750000000000003,1.757600939422363e+18,2.5733441631551823,-2.2461824621247857,0.0019453026505071777,0.007461696520465788,-0.9670516591773711,0.0001570166873771833,-0.002137163677927605,-2.7935482118532222e-08,0.0,0.0,0.0019453026505071777,0.0,0.0019635141569298684,0.0,0.0,0.001967321311651191,0.0,0.0,0.001947997866816216,0.0,0.0,0.0019024617396414907,0.0,0.18127685008002836,0.0
108,2.7,1.7576009394473628e+18,2.573344657971853,-2.246183166605448,0.001926720095484804,0.01317207400655864,-0.9670723811086378,0.00032076931228807457,-0.0009616861074080514,8.141596696773676e-08,0.0,0.0,0.001926720095484804,0.0,0.0019453026505071777,0.0,0.0,0.0019635141569298684,0.0,0.0,0.001967321311651191,0.0,0.0,0.001947997866816216,0.0,0.1810978404082037,0.0
