Time,original_time,x,y,vx,vy,theta,omega,ax,steering_angle,cmd_steering_angle,cmd_velocity,velocity_error
0.0,1.7512932513068065e+18,0.0,0.0,0.002286282418607149,-0.025850893855583285,0.0,0.0006704817678136541,0.008641859935485613,6.357538126185283e-05,0.0,0.0,0.002286282418607149
0.025,1.7512932513318065e+18,-0.0012426542368632405,-0.0018346925463845493,0.0024979198140474388,-0.010101643515579363,0.0004272987680367102,0.0011818593624482205,0.004502514225875968,0.00015506607014038323,0.0,0.0,0.0024979198140474388
0.05,1.7512932513568067e+18,0.004777986546183016,-0.0004900250760005138,0.0026536129879057412,0.0020121142414352366,-0.00017507085360990438,0.0015902030718276297,0.0003967286690957174,0.00022323882145951278,0.0,0.0,0.0026536129879057412
0.07500000000000001,1.7512932513818066e+18,0.0028541380488588245,0.0037015194946703554,0.002707947476242184,0.007991629085697515,-0.00018094903097742865,0.001824506702847779,-0.0033363804164949586,0.00022095945435502947,0.0,0.0,0.002707947476242184
0.1,1.7512932514068065e+18,0.0028384908409710722,0.003701531986099677,0.002639949848182967,0.0073386562248251574,-0.00015613990827789692,0.0018668653534469756,-0.0061704467961759095,0.00010845335717605008,0.0,0.0,0.002639949848182967
0.125,1.7512932514318065e+18,-0.0005221865420380553,0.0006271539918802713,0.0024617893331997597,0.0017842286223814974,0.00030542828945634426,0.0017537599868068861,-0.0075189555612361686,-0.00012282236525157386,0.0,0.0,0.0024617893331997597
0.15000000000000002,1.7512932514568064e+18,0.0007460460539453205,-0.002692198687488191,0.002218301097534625,-0.005337039128741918,0.0006491006029565316,0.0015578767906386031,-0.00697626900010948,-0.00042784208133515357,0.0,0.0,0.002218301097534625
0.17500000000000002,1.7512932514818066e+18,0.0007451324801501943,-0.002692191452703687,0.0019753432649285843,-0.01043408839572529,0.000615060525597233,0.0013589995390533573,-0.00457785021861988,-0.0006991081272458123,0.0,0.0,0.0019753432649285843
0.2,1.7512932515068065e+18,0.0028952937429268895,0.0003835960809404974,0.0018000679170056808,-0.011156243580486825,0.00042638674565664836,0.001218128490133904,-0.0009569308315462152,-0.0007833626013335708,0.0,0.0,0.0018000679170056808
0.225,1.7512932515318065e+18,0.0029342287171963545,0.0003836186091806908,0.0017394691267192113,-0.007301651953759727,0.000523264282342506,0.0011665335386652077,0.0027042635987462077,-0.0005305401314213154,0.0,0.0,0.0017394691267192113
0.25,1.7512932515568067e+18,0.0006973009328864217,-0.00023026488250788037,0.0018040121530060976,-0.0006959325497235134,0.0004643297110269451,0.001210737279642097,0.004966079508123097,0.00013046220172125735,0.0,0.0,0.0018040121530060976
0.275,1.7512932515818066e+18,0.000719198321011148,-0.00023025090156834294,0.0019617072721561327,0.005822752532243928,0.0005579720527979504,0.001343963429830677,0.004613968594654922,0.0011109964054052978,0.0,0.0,0.0019617072721561327
0.30000000000000004,1.7512932516068065e+18,0.0042169646732881216,0.0022585387204049827,0.0021452783904829806,0.009722182847002128,8.538179137285162e-05,0.0015538298037769008,0.0011935341384737622,0.0021137975433013715,0.0,0.0,0.0021452783904829806
0.325,1.7512932516318065e+18,0.004249890667978753,0.0022585546447133047,0.0022713941923319155,0.009748774794115471,0.00013117806917728458,0.0018234693507244353,-0.004595466578321499,0.0026587133011976363,0.0,0.0,0.0022713941923319155
0.35000000000000003,1.7512932516568064e+18,-0.00244955015191997,-0.0014709163716116718,0.002267263122912403,0.0061960321277133214,0.0009692804819474432,0.0021294155871072673,-0.010839021265234932,0.002213732911103469,0.0,0.0,0.002267263122912403
0.375,1.7512932516818066e+18,-0.002423693891086984,-0.0014709126066384504,0.002097617887754331,0.0005124711178464535,0.0009610283135901287,0.0024402264543434433,-0.014806044123562494,0.00042795564207275504,0.0,0.0,0.002097617887754331
0.4,1.7512932517068065e+18,0.0027602342899634533,-0.0005455722510639767,0.0017847864899148884,-0.005421894769585302,0.0008128769315998152,0.002717470842564892,-0.013792550470016604,-0.0025890991888925137,0.0,0.0,0.0017847864899148884
0.42500000000000004,1.7512932517318065e+18,0.002760016872728988,-0.0005455635988420404,0.001415399136039413,-0.009962411924894296,0.0008227362322656973,0.0029177790695678707,-0.006231275883280176,-0.006052754781915692,0.0,0.0,0.001415399136039413
0.45,1.7512932517568067e+18,0.002925489627365699,-0.0010531769198761352,0.0011284808564390194,-0.012064022580143198,0.0003512221866746046,0.0029930648005679662,0.007275108049443362,-0.008497045127373797,0.0,0.0,0.0011284808564390194
0.47500000000000003,1.7512932517818066e+18,0.002859271587872785,-0.0010531714984177369,0.0010818193896346018,-0.011323076281630089,0.0003664966522136659,0.002888876254832115,0.023425756275943583,-0.008103314483483996,0.0,0.0,0.0010818193896346018
0.5,1.7512932518068065e+18,0.005295810260113945,-0.0012064872717260332,0.0013981458935219196,-0.007853717126313131,0.0006452673809083098,0.002547906864093869,0.03658094281097269,-0.003400604117666177,0.0,0.0,0.0013981458935219196
0.525,1.7512932518318065e+18,0.005309862915729126,-0.0012064749933337747,0.002100805860894156,-0.002191187275217039,0.0007164428381489785,0.0019301858706163115,0.04018192862055076,0.005781700694447563,0.0,0.0,0.002100805860894156
0.55,1.7512932518568064e+18,0.004742631491629784,-0.0015300992666286534,0.0030592127832207595,0.00470024251934752,0.00040042874374046633,0.0010555430851230895,0.029054091550680634,0.01741308110138886,0.0,0.0,0.0030592127832207595
